RelativePath,Bytes,SHA256
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/FRIDA_BLIND_CLASSIFICATION_BASIS_ADDENDUM_v0.1.md,2282,2051906083cd657c5f72acf4be25ff77a9e9ff672ab564482d2a534f3437b88f
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/FRIDA_BLIND_CLASSIFICATION_BASIS_ADDENDUM_v0.1.md.sha256,116,8ed61e2e4083aef47229da3c1a9097e072d7d6da01d4969fc380cfd84cd3b3d9
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/FRIDA_BLIND_CLASSIFICATION_RESULT.md,8955,ba1dae06e1ee85ec5a8d5038d8e2eabdf7ed83ec16f8ffbdf8bb59615bdf09e2
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_CF01_COUNTERFACTUAL_CHARACTERIZATION_v0.1.md,5162,b39cc784a8be0d5223c996efd18c9d4e6d56199ce9333b32599835316672a560
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_CF01_COUNTERFACTUAL_CHARACTERIZATION_v0.1.md.sha256,129,4dcff3554d22c4cf243f654497d0769a33421e0ddcddf2e41297e29d332ea328
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D1_D11_APPLICABILITY_AUDIT_v0.1.md,13327,446cae0ea958d12714067a58a8d29eceb1f3c707b60fa406b56007bb00639859
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D1_D11_APPLICABILITY_AUDIT_v0.1.md.sha256,119,2c5aa9deb834f10c5c47e765d114f6100e726f94c60e1a981e30aa9c1cac342c
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D4_D5_D9_FAILURE_LOCALIZATION_v0.1.md,14700,f05b50b2f3a897077baec9ef5e54ac3d950f4b1bac6dbf878648796593c96b13
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D4_D5_D9_FAILURE_LOCALIZATION_v0.1.md.sha256,122,b78986c11e81865fb5f6ebd2eed75365f184794734c53083fbe7b93870c1ea24
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D9_OUTCOME_TRANSLATION_AUDIT_v0.1.md,7914,6fc63e8708834127a52f0b805561e13d451013db201e309ab4a1dc33266d8b50
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D9_OUTCOME_TRANSLATION_AUDIT_v0.1.md.sha256,121,23f6976fede33c95cba315f6b8cc46a851c3b2458c661a1a58b045ab9d149c8c
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D9_RESIDUAL_CARRIER_STOPPOINT_v0.1.md,3349,65300445e6fe1c0085d30588185001219962e637b9bb19114f26919297f3945f
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/HIST_DIAG_CTRL_01_D9_RESIDUAL_CARRIER_STOPPOINT_v0.1.md.sha256,122,73bee2298564b4bbeea26c023ce3fe4a7650cba797d46975cf65b915ea5f4540
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/NEW_EVIDENCE_ACQUISITION_PLAN_v0.1.md,3084,fb410079f9db09cf2f9bc31cc18106ad49912f59a3e1349e1961ad909cdf15c7
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/NEW_EVIDENCE_ACQUISITION_PLAN_v0.1.md.sha256,104,e9f0796370691af70d0757d27a4fa225ecc69cfc4fc58855c0a1c4b75e826694
research-context/additional-local/measurement-assurance/diagnosticity/control-validation/historical-v3.3/results/STEP_2_POSITIVE_CONTROL_HIST_DIAG_CTRL_01_RESULT_v0.1.md,12507,5ac3beaac47522c9bd2fe661a20181c6c43383c8ab0aeb6bb148d6a2c74a186e
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/BLIND_PACKAGE_FREEZE_RECORD_v0.1.md,1668,0704ba81077cbbcccfc4aaef110276f51feb678500c2ebeda4727434119cf82c
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/BLIND_PACKAGE_FREEZE_RECORD_v0.1.md.sha256,102,b2701bba40ad1b94bec134391fb05bc0721d652c4a6db8ec111ff55be47b07ba
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/D9_NEW_EVIDENCE_MAPPING_PLAN_v0.1.md,2597,61306c6f10f238699b7381a0c4d4e55e26625ac995a5c6cdd2e0d0ea845392a9
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/D9_NEW_EVIDENCE_MAPPING_PLAN_v0.1.md.sha256,103,5e620b72d85adaaf2c7ffccdd1202e4aa4cfa41cf7ad2e666b270e667773c437
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/D9_NEW_EVIDENCE_MAPPING_RESULT_v0.1.md,7087,3a1dff9c7e505d1aa791dc92cfd6399b2c87994ad99e010cc41254bdd4ccb588
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/D9_NEW_EVIDENCE_MAPPING_RESULT_v0.1.md.sha256,105,ca6dc124ef40b441e7d1e80d34b4994808db03ac888a3132ec906870ea8e033a
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/FRIDA_BLIND_CLASSIFICATION_INSTRUCTION_v0.1.md,916,d508ec53775f149be0fd8e6104e8ec0f8af718ad15f7309ecfe8a9f33ee711ff
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/FRIDA_BLIND_CLASSIFICATION_INSTRUCTION_v0.1.md.sha256,113,603efb9296f5fb09ab4a3516f58a001a6f9d3ad005994d87d9fe369ede283669
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/FRIDA_BLIND_CLASSIFICATION_VERBATIM_SOURCE_v0.1.md,5157,b541eb75f68efc4b37bad9f9678ed2576fc9a23e23fd4a8fc1ebf028c51a5483
research-context/additional-local/measurement-assurance/diagnosticity/prospective/PROSPECTIVE-DIAG-PROBE-01/FRIDA_BLIND_CLASSIFICATION_VERBATIM_SOURCE_v0.1.md.sha256,117,6ed666f94ccbed45dcb4d3d0e71b306d6b6e6d74d4ccb69966e90efc08f211ce
